data.bams..SRR1029151.alignments_sorted_subsampled.bam	data.bams..SRR1029152.alignments_sorted_subsampled.bam	data.bams..SRR1029153.alignments_sorted_subsampled.bam	data.bams..SRR1029156.alignments_sorted_subsampled.bam	data.bams..SRR1029157.alignments_sorted_subsampled.bam	data.bams..SRR1029158.alignments_sorted_subsampled.bam
YJL020W-A	0	0	0	0	0	0
YJL019W	28	29	15	13	12	24
YJL016W	28	24	20	27	39	71
YJL015C	0	0	0	0	1	1
YJL014W	60	82	59	84	65	92
YJL013C	43	37	21	28	17	24
YJL012C	62	47	49	42	37	64
YJL011C	14	16	7	8	3	13
tK(CUU)J	0	0	0	0	0	0
tW(CCA)J	0	0	0	0	0	0
YJL010C	24	22	16	10	13	23
YJL009W	2	3	4	2	1	4
YJL008C	60	68	67	60	57	101
YJL007C	0	0	0	0	0	2
tM(CAU)J2	0	0	0	0	0	0
YJL006C	19	12	6	14	22	14
tL(UAA)J	0	0	0	0	0	0
YJL005W	54	62	55	55	68	102
YJL004C	20	17	18	20	18	27
YJL003W	9	13	17	12	21	12
YJL002C	75	65	61	50	37	65
YJL001W	44	56	36	44	51	49
YJR001W	46	59	59	52	45	66
YJR002W	31	47	38	23	35	53
YJR003C	21	19	14	29	17	32
YJR004C	135	132	111	45	29	33
YJR005W	56	53	53	45	25	44
YJR005C-A	0	0	1	1	1	2
YJR006W	38	44	27	17	20	20
YJR007W	33	42	38	22	32	30
YJR008W	50	56	45	78	96	87
YJR009C	54	72	61	33	61	62
YJR010W	131	111	120	32	37	55
YJR010C-A	13	9	10	6	10	7
YJR011C	19	21	10	18	14	20
YJR012C	6	6	11	16	8	13
YJR013W	17	36	24	31	15	23
YJR014W	24	28	22	20	17	29
YJR015W	51	46	36	35	29	41
YJR016C	76	110	80	69	86	100
YJR017C	8	10	7	8	9	11
YJR018W	0	0	0	0	0	0
YJR019C	14	22	29	42	28	44
YJR020W	0	0	0	0	0	0
YJR021C	21	22	23	17	18	33
YJR022W	0	0	0	0	0	0
YJR023C	1	0	0	0	0	0
YJR024C	27	26	25	28	17	41
YJR025C	37	36	32	27	39	45
YJR027W	2	10	1	2	4	4
YJR026W	0	0	0	0	0	0
YJR029W	0	0	0	0	0	0
YJR028W	0	0	0	0	0	0
YJR030C	34	32	29	8	14	15
YJR031C	63	42	32	26	25	41
YJR032W	21	21	31	15	20	29
YJR033C	39	33	27	26	41	32
YJR034W	19	14	7	13	7	13
YJR035W	30	27	23	23	40	51
YJR036C	12	13	9	19	17	25
YJR037W	0	0	0	2	1	1
YJR038C	0	1	0	0	0	0
YJR039W	27	20	19	22	21	58
YJR040W	23	40	24	19	21	37
YJR041C	16	12	19	14	5	20
YJR042W	40	56	43	43	50	56
YJR043C	20	21	16	12	7	13
tM(CAU)J3	0	0	0	0	0	0
YJR044C	17	17	10	21	21	27
YJR045C	173	174	160	119	142	152
YJR046W	18	24	15	21	26	42
tS(AGA)J	0	0	0	0	0	0
YJR047C	0	0	0	0	0	0
YJR048W	40	46	38	30	23	25
YJR049C	31	41	17	25	32	45
YJR050W	14	17	11	12	12	21
YJR051W	44	50	38	36	40	39
tG(GCC)J2	0	0	0	0	0	0
YJR052W	19	30	22	21	23	23
YJR053W	10	10	3	7	8	12
YJR054W	20	23	20	12	10	21
tR(CCU)J	0	0	0	0	0	0
YJR055W	5	5	3	4	3	5
tD(GUC)J4	0	0	0	0	0	0
YJR056C	5	14	7	12	12	22
tY(GUA)J2	0	0	0	0	0	0
YJR057W	12	22	16	10	14	23
YJR058C	14	15	15	11	10	13
YJR059W	38	37	40	28	34	65
YJR060W	25	30	19	25	25	35
YJR061W	54	55	41	64	91	104
YJR062C	24	23	14	16	20	19
YJR063W	9	6	6	6	5	13
YJR064W	51	54	52	49	66	78
YJR065C	48	37	61	37	47	60
YJR066W	45	50	23	38	28	45
YJR067C	12	9	5	2	12	14
YJR068W	39	33	28	27	27	33
YJR069C	24	26	18	19	12	13
YJR070C	23	14	12	10	23	21
YJR071W	0	0	0	2	1	1
YJR072C	17	35	38	30	21	38
YJR073C	44	38	64	51	53	63
YJR074W	11	31	31	27	20	26
YJR075W	47	40	41	33	27	38
YJR076C	51	61	52	44	29	48
YJR077C	81	99	85	59	50	61
YJR078W	20	28	23	16	16	35
YJR079W	1	4	3	0	1	1
YJR080C	35	35	31	27	23	28
YJR082C	17	9	18	7	14	23
YJR083C	14	18	21	12	17	14
YJR084W	23	21	15	14	13	20
YJR085C	17	19	31	22	37	27
YJR086W	16	12	11	7	12	19
YJR087W	0	0	1	0	0	2
YJR088C	20	24	23	21	22	28
YJR089W	43	43	34	23	37	54
YJR090C	37	46	52	22	39	42
YJR091C	34	64	56	58	74	80
YJR092W	49	54	52	67	50	33
YJR093C	15	13	12	18	15	12
YJR094C	5	9	10	17	30	30
YJR094W-A	20	26	21	15	14	17
YJR095W	54	74	80	72	70	84
YJR096W	23	22	17	47	49	83
YJR097W	8	6	7	6	10	13
YJR098C	4	8	9	12	15	18
YJR099W	16	18	16	24	21	21
YJR100C	30	33	39	23	16	19
tL(UAG)J	0	0	0	0	0	0
YJR101W	34	43	30	12	18	18
YJR102C	13	10	5	11	11	16
YJR103W	28	39	49	28	47	64
YJR104C	32	34	55	51	57	61
YJR105W	81	84	70	69	64	89
YJR106W	27	29	23	16	16	36
YJR107W	12	16	14	16	17	21
YJR108W	1	2	2	0	3	2
YJR109C	103	134	123	105	102	161
YJR110W	22	26	29	17	15	23
YJR111C	11	11	15	9	11	19
YJR112W	8	8	11	7	3	7
YJR112W-A	11	14	10	10	11	16
YJR113C	18	15	28	16	17	18
YJR114W	0	2	2	2	0	1
YJR115W	3	3	6	2	8	15
YJR116W	10	20	15	6	13	10
YJR117W	43	37	56	56	66	92
YJR118C	25	27	21	15	9	19
YJR119C	11	20	23	14	18	20
YJR120W	1	0	2	5	6	1
YJR121W	151	147	164	129	123	113
YJR122W	46	65	45	26	29	31
YJR123W	70	82	54	70	73	64
YJR124C	19	18	13	5	7	12
YJR125C	34	47	44	50	47	60
YJR126C	50	45	45	46	60	80
YJR127C	27	35	27	37	30	56
YJR128W	1	0	1	0	0	0
snR3	3	0	3	1	3	3
YJR129C	12	18	11	8	4	13
YJR130C	39	34	54	38	36	68
YJR131W	16	13	9	7	24	24
YJR132W	63	52	40	31	27	48
YJR133W	23	43	43	23	23	22
YJR134C	32	40	38	42	41	49
YJR135C	12	12	6	7	6	10
YJR135W-A	15	20	17	10	10	20
YJR136C	18	11	11	19	19	21
YJR137C	246	236	164	97	121	166
YJR138W	33	42	30	32	33	38
YJR139C	76	73	72	52	74	89
YJR140C	30	47	28	19	19	31
YJR140W-A	0	0	0	0	0	0
YJR141W	14	13	13	8	14	24
YJR142W	19	26	15	23	18	29
YJR143C	67	69	63	33	40	48
YJR144W	35	35	35	24	37	47
YJR145C	34	39	35	26	25	31
YJR146W	1	2	4	2	6	9
YJR147W	14	17	15	16	14	14
YJR148W	42	46	57	88	62	70
YJR149W	14	19	14	26	11	19
YJR150C	0	2	1	1	3	4
YJR151C	11	16	21	19	24	37
YJR151W-A	0	0	0	0	0	0
YJR152W	16	24	20	8	13	19
YJR153W	11	8	6	5	7	13
YJR154W	30	24	25	10	14	31
YJR155W	29	46	35	31	28	42
YJR156C	3	9	4	1	3	7
YJR157W	2	4	2	4	4	4
YJR158W	0	0	0	0	0	0
YJR159W	1	1	1	0	0	2
YJR160C	1	1	0	0	0	2
YJR161C	4	4	2	2	1	9
YJR162C	0	0	0	0	0	0
YKL225W	0	0	0	0	0	0
YKL224C	0	0	0	1	0	0
YKL223W	0	0	0	0	0	0
YKL222C	19	18	14	16	19	26
YKL221W	1	6	7	3	6	21
YKL220C	6	7	5	6	3	7
YKL219W	15	20	9	19	15	32
YKL218C	13	12	14	16	14	10
YKL217W	140	168	164	229	218	221
YKL216W	19	31	19	25	14	35
YKL215C	48	46	32	43	41	40
YKL214C	13	14	23	13	17	24
YKL213C	59	63	40	55	44	70
YKL212W	71	64	41	42	37	46
YKL211C	36	50	40	38	32	32
snR64	0	0	0	0	0	0
YKL210W	158	162	141	164	162	184
YKL209C	17	17	14	11	13	33
tT(CGU)K	0	0	0	0	0	0
YKL208W	12	17	16	10	9	16
YKL207W	32	40	31	26	32	38
YKL206C	22	14	16	15	19	29
YKL205W	39	49	23	28	26	36
YKL204W	32	38	41	26	33	37
YKL203C	33	53	29	23	26	53
YKL202W	0	4	3	5	2	1
YKL201C	67	68	59	76	64	87
YKL198C	17	21	22	33	33	35
YKL197C	14	17	21	22	31	36
tN(GUU)K	0	0	0	0	0	0
YKL196C	33	33	33	25	38	49
YKL195W	81	88	105	83	69	81
YKL194C	37	30	31	9	8	7
YKL193C	24	20	27	20	29	35
YKL192C	20	31	25	16	25	21
YKL191W	24	25	34	19	30	43
YKL190W	27	25	28	18	24	23
tL(UAA)K	0	0	0	0	1	0
YKL189W	19	15	18	20	18	33
YKL188C	15	14	16	92	83	100
YKL187C	11	10	19	131	114	138
YKL186C	17	9	14	27	18	34
YKL185W	23	35	25	64	75	82
YKL184W	41	30	40	24	24	32
YKL183C-A	0	0	0	1	0	0
YKL183W	13	16	13	15	15	9
YKL182W	353	370	226	375	387	425
YKL181W	67	51	56	60	38	54
YKL180W	41	38	21	33	30	35
YKL179C	49	51	31	29	32	51
YKL178C	77	94	66	34	43	64
YKL177W	0	2	1	0	0	1
YKL176C	62	48	43	46	55	55
YKL175W	28	32	32	26	30	43
YKL174C	30	35	21	24	15	39
YKL173W	27	30	22	28	30	46
YKL172W	54	52	34	34	23	48
YKL171W	46	68	56	59	53	82
YKL170W	0	1	1	3	0	4
YKL169C	2	0	1	0	0	0
YKL168C	19	23	19	18	24	27
YKL167C	21	25	15	15	7	17
YKL166C	17	24	17	6	13	20
YKL165C-A	3	0	0	0	0	0
YKL165C	48	59	33	21	20	30
tE(UUC)K	0	0	0	0	0	0
YKL164C	21	24	32	81	86	101
YKL163W	3	6	6	12	30	48
YKL162C-A	1	2	1	2	4	5
YKL162C	8	10	16	16	7	29
YKL161C	16	16	11	13	12	24
YKL160W	24	23	16	25	26	23
YKL159C	8	11	12	8	5	12
YKL157W	71	101	84	97	94	133
YKL156W	11	10	6	7	8	7
YKL156C-A	0	0	0	0	0	0
YKL155C	50	39	46	18	15	22
YKL154W	21	17	17	14	12	20
tR(UCU)K	0	0	0	0	0	0
YKL153W	1	2	2	1	2	1
YKL152C	24	14	28	28	25	28
YKL151C	20	22	21	43	47	68
YKL150W	73	77	72	81	87	75
YKL149C	17	18	13	25	31	53
YKL148C	148	168	164	131	128	135
YKL147C	1	1	1	2	0	1
YKL146W	37	60	58	30	42	66
YKL145W	86	102	82	89	89	108
YKL145W-A	0	0	0	0	0	0
YKL144C	15	12	11	6	10	9
YKL143W	12	21	7	16	16	24
YKL142W	37	56	46	40	54	46
YKL141W	57	47	63	62	55	64
YKL140W	35	36	32	30	48	50
YKL139W	24	19	25	17	16	17
YKL138C-A	11	12	7	6	21	6
YKL138C	21	28	22	14	14	18
YKL137W	23	17	8	8	14	10
YKL136W	1	2	3	0	1	1
YKL135C	44	33	28	43	30	57
YKL134C	35	54	39	18	24	33
YKL133C	11	17	10	22	19	24
YKL132C	9	2	3	4	4	11
YKL131W	0	0	0	1	0	0
YKL130C	20	19	10	14	17	14
YKL129C	24	33	23	48	45	49
YKL128C	20	18	13	10	10	14
tK(CUU)K	0	1	0	0	1	0
YKL127W	43	37	43	23	30	41
YKL126W	82	61	50	45	60	70
YKL125W	24	21	17	13	23	48
YKL124W	20	18	23	26	19	38
YKL123W	2	0	3	0	2	0
YKL122C	29	30	23	11	16	30
YKL121W	18	22	17	19	20	38
YKL120W	45	58	34	24	16	19
YKL119C	16	13	10	8	12	20
YKL118W	0	0	0	0	0	0
tA(AGC)K1	0	0	0	0	0	0
YKL117W	42	48	51	71	60	72
YKL116C	13	21	13	18	32	30
YKL115C	0	1	0	0	1	1
YKL114C	35	35	21	19	21	31
YKL113C	42	38	41	27	22	39
YKL112W	54	42	55	35	37	50
YKL111C	0	0	0	0	0	0
YKL110C	15	32	18	11	13	21
YKL109W	123	112	119	60	54	48
YKL108W	15	15	14	10	14	16
YKL107W	9	11	3	22	31	54
YKL106C-A	0	1	0	0	1	1
YKL106W	13	22	15	32	28	48
YKL105C	42	52	40	36	30	44
YKL104C	74	75	82	88	84	81
YKL103C	40	36	52	51	61	76
YKL102C	0	0	0	0	0	0
YKL101W	89	58	71	30	25	29
YKL100C	36	60	54	53	71	87
YKL100W-A	0	0	0	0	0	0
YKL099C	12	18	13	11	9	18
YKL098W	10	16	18	14	22	25
YKL097C	0	0	0	1	0	0
YKL096C-B	2	1	0	0	0	4
YKL096W-A	39	27	41	30	25	31
YKL096W	5	3	10	5	7	15
YKL095W	12	6	5	8	13	19
YKL094W	52	42	38	60	47	67
YKL093W	29	40	28	42	45	65
YKL092C	37	42	28	17	10	22
YKL091C	26	26	27	35	45	44
YKL090W	12	16	16	14	8	24
YKL089W	21	24	19	11	12	22
YKL088W	39	51	37	19	30	43
YKL087C	30	55	44	25	26	24
YKL086W	0	3	5	1	3	13
YKL085W	105	111	85	72	80	87
YKL084W	4	8	5	5	5	13
YKL083W	0	0	0	0	0	1
YKL082C	19	11	19	17	11	19
YKL081W	69	81	67	46	50	66
snR38	0	0	0	0	0	0
YKL080W	57	61	45	49	40	56
YKL079W	21	45	24	25	16	34
YKL078W	6	8	9	4	4	5
YKL077W	50	46	34	26	34	46
YKL076C	1	1	1	3	1	0
YKL075C	22	14	22	19	15	30
YKL074C	12	17	19	14	22	20
YKL073W	47	54	29	23	16	37
YKL072W	12	17	15	3	3	9
tW(CCA)K	0	0	0	0	0	0
YKL071W	12	11	15	11	9	25
YKL070W	11	5	7	7	12	12
YKL069W	20	22	16	28	28	24
tV(AAC)K1	0	0	0	0	0	0
YKL068W-A	15	9	10	13	2	13
YKL068W	33	45	34	24	26	38
tH(GUG)K	0	0	0	0	0	0
YKL067W	25	42	37	36	44	33
YKL066W	13	16	5	10	3	11
YKL065W-A	2	2	3	13	25	22
YKL065C	33	40	28	36	49	49
YKL064W	63	59	51	60	67	92
YKL063C	15	14	21	11	16	15
YKL062W	28	31	21	24	35	54
YKL061W	10	16	17	7	13	12
YKL060C	122	116	120	123	133	152
YKL059C	25	29	26	19	18	25
YKL058W	22	23	15	11	12	21
YKL057C	55	53	49	57	57	56
YKL056C	34	49	36	45	30	53
YKL055C	3	1	2	1	2	3
YKL054C	139	157	106	88	98	128
YKL053C-A	17	20	10	13	9	12
YKL053W	0	0	0	0	0	1
YKL052C	12	19	17	14	9	25
YKL051W	10	13	13	20	14	24
YKL050C	15	13	17	30	33	64
YKL049C	24	31	30	20	13	21
YKL048C	21	34	18	10	10	25
YKL047W	26	31	26	13	17	32
YKL046C	54	68	50	46	38	58
YKL045W	44	43	34	22	29	29
YKL044W	3	3	4	2	6	6
YKL043W	43	57	59	46	43	71
YKL042W	20	24	13	10	4	10
YKL041W	16	34	18	23	20	33
YKL040C	27	27	25	37	32	26
YKL039W	35	49	63	30	31	41
snR69	0	2	0	2	1	2
YKL038W	28	25	23	26	37	49
YKL037W	1	3	3	0	0	0
YKL036C	1	3	2	1	2	1
YKL035W	82	83	87	66	67	82
YKL034W	22	29	23	21	24	36
YKL033W-A	19	22	16	24	18	31
YKL033W	27	27	20	22	23	50
tV(AAC)K2	0	0	0	0	0	0
YKL032C	54	63	43	59	42	42
YKL031W	0	3	2	2	1	1
YKL030W	0	0	0	0	0	0
YKL029C	36	33	28	10	14	19
YKL028W	34	46	41	35	43	49
YKL027W	26	34	24	27	23	28
YKL026C	14	16	11	30	50	45
YKL025C	36	31	35	23	22	27
YKL024C	17	23	15	15	17	15
YKL023C-A	4	5	3	1	5	3
YKL023W	18	18	22	23	28	36
YKL022C	26	46	30	38	30	43
YKL021C	26	29	29	16	32	33
YKL020C	44	66	42	71	58	93
YKL019W	29	31	28	20	27	42
YKL018C-A	7	12	14	8	13	15
YKL018W	12	19	17	4	12	17
YKL017C	20	28	16	21	18	26
YKL016C	49	60	51	46	56	50
YKL015W	50	78	52	83	82	91
YKL014C	29	32	14	19	15	25
YKL013C	23	32	31	33	29	35
YKL012W	28	39	24	21	25	30
YKL011C	17	16	17	14	9	17
YKL010C	71	71	44	66	60	100
YKL009W	14	25	24	14	16	20
YKL008C	31	30	23	28	25	24
YKL007W	24	29	22	29	34	40
YKL006C-A	19	14	7	12	9	13
snR87	0	0	0	0	1	1
YKL006W	23	13	20	17	20	23
YKL005C	20	26	21	37	38	40
YKL004W	39	28	29	27	18	31
YKL003C	16	27	19	11	16	16
YKL002W	30	31	34	29	40	55
YKL001C	43	59	56	40	36	28
YKR001C	105	95	74	85	93	132
YKR002W	44	32	30	26	29	41
YKR003W	25	29	33	27	30	40
YKR004C	14	19	10	5	20	23
YKR005C	9	4	9	13	8	13
YKR006C	40	53	43	20	19	30
YKR007W	20	21	19	12	19	19
YKR008W	36	50	29	36	26	32
YKR009C	10	15	15	172	180	202
tL(CAA)K	0	0	0	0	0	0
YKR010C	17	32	32	22	21	32
YKR011C	45	35	35	22	31	37
YKR012C	0	1	1	1	1	2
YKR013W	55	45	52	13	18	24
YKR014C	26	41	34	49	35	62
YKR015C	16	22	16	11	6	28
YKR016W	82	83	68	51	59	46
YKR017C	13	12	21	24	27	27
YKR018C	74	108	90	107	94	128
YKR019C	9	16	14	7	5	11
YKR020W	11	13	16	10	16	13
YKR021W	36	49	37	47	42	59
YKR022C	29	20	15	16	19	25
YKR023W	28	20	12	13	22	25
YKR024C	17	22	12	14	13	27
YKR025W	12	11	19	18	15	18
YKR026C	23	26	24	12	5	17
tR(ACG)K	0	0	0	0	0	0
YKR027W	25	25	23	24	16	21
YKR028W	53	66	44	35	45	63
YKR029C	27	38	46	24	24	46
YKR030W	31	19	17	18	15	25
YKR031C	56	62	47	43	54	77
YKR032W	0	0	0	0	0	0
YKR033C	0	0	0	0	0	0
YKR034W	4	8	7	2	2	5
YKR035C	0	0	0	0	0	0
YKR035W-A	0	0	0	0	0	0
YKR036C	32	24	17	19	33	29
YKR037C	25	25	20	15	10	20
YKR038C	32	33	30	28	24	29
tD(GUC)K	0	0	0	0	0	0
YKR039W	88	106	135	151	142	167
tA(AGC)K2	0	0	0	0	0	0
YKR040C	0	0	0	0	0	0
YKR041W	0	0	0	0	2	3
YKR042W	72	98	88	76	78	76
YKR043C	30	23	28	20	21	37
YKR044W	21	29	14	19	10	20
YKR045C	4	7	4	3	6	5
YKR046C	53	65	59	101	84	82
YKR047W	1	1	1	0	0	1
YKR048C	39	46	48	40	39	46
YKR049C	11	8	12	26	27	35
YKR050W	18	15	25	20	20	41
YKR051W	12	14	18	21	21	22
YKR052C	13	7	11	14	12	10
YKR053C	7	14	14	3	10	13
YKR054C	51	61	45	32	29	49
YKR055W	16	24	14	26	16	29
YKR056W	17	22	27	20	17	22
YKR057W	25	24	19	16	16	21
YKR058W	13	39	24	54	46	69
YKR059W	14	16	16	11	11	17
YKR060W	9	11	8	6	3	8
YKR061W	23	24	16	5	6	11
snR42	0	2	1	0	2	2
YKR062W	27	31	27	18	29	32
YKR063C	24	18	11	16	31	21
YKR064W	30	27	17	36	25	36
YKR065C	21	27	27	18	12	26
YKR066C	20	37	29	45	45	65
YKR067W	56	60	47	93	67	92
YKR068C	24	22	13	22	17	28
YKR069W	68	90	71	34	24	36
YKR070W	30	25	22	25	12	30
YKR071C	44	51	42	30	45	49
YKR072C	35	33	36	37	29	40
YKR073C	1	1	1	1	0	2
tK(UUU)K	0	0	0	0	0	0
YKR074W	18	21	15	22	21	26
YKR075C	12	13	15	11	16	10
YKR075W-A	0	0	0	0	0	0
YKR076W	19	19	25	64	56	75
YKR077W	24	28	19	11	18	29
YKR078W	17	16	14	15	12	20
YKR079C	20	35	21	11	11	12
YKR080W	41	34	31	20	27	43
YKR081C	12	15	15	14	12	21
YKR082W	53	61	51	30	40	50
YKR083C	8	9	5	6	10	9
YKR084C	44	52	58	31	35	52
YKR085C	38	36	28	17	13	25
YKR086W	35	30	25	20	30	44
YKR087C	19	11	18	16	18	16
YKR088C	18	14	21	23	24	23
YKR089C	29	35	38	29	52	36
YKR090W	36	33	39	24	14	32
YKR091W	17	11	8	9	20	26
YKR092C	22	26	14	22	17	24
YKR093W	8	7	9	21	9	20
YKR094C	48	31	30	27	29	27
YKR095W	74	97	74	69	85	112
YKR095W-A	8	8	7	10	14	9
YKR096W	50	35	41	49	32	59
YKR097W	15	23	22	18	10	11
YKR098C	16	16	16	8	7	9
YKR099W	5	15	13	17	20	29
YKR100C	36	39	22	23	28	35
YKR101W	29	27	16	19	16	32
YKR102W	9	15	14	14	10	17
YKR103W	14	14	6	9	9	15
YKR104W	4	8	5	7	7	6
YKR105C	6	3	2	0	3	6
YKR106W	5	6	6	5	3	10
YLL067C	0	0	0	0	0	0
YLL067W-A	0	0	0	0	0	0
YLL066W-B	0	0	0	0	0	0
YLL066C	0	0	0	0	0	0
YLL066W-A	0	0	0	0	0	0
YLL065W	0	0	0	0	0	0
YLL064C	0	0	0	0	0	0
YLL063C	0	0	0	0	0	0
YLL062C	21	20	22	5	7	9
YLL061W	45	58	54	61	60	81
YLL060C	12	9	8	8	7	15
YLL059C	0	3	2	1	1	4
YLL058W	12	20	16	13	21	34
YLL057C	6	7	3	11	4	7
YLL056C	6	7	11	14	20	30
YLL055W	44	62	60	26	37	74
YLL054C	28	21	25	7	14	23
YLL053C	23	32	17	19	16	17
YLL052C	9	19	18	11	12	27
YLL051C	23	34	23	19	20	25
YLL050C	27	28	33	35	30	32
YLL049W	11	10	14	9	11	16
YLL048C	69	65	59	62	71	111
YLL047W	0	0	2	0	0	0
YLL046C	0	0	0	0	0	0
YLL045C	23	28	28	28	22	32
YLL044W	0	0	0	0	0	2
YLL043W	39	62	65	41	44	57
YLL042C	6	4	5	8	6	8
YLL041C	64	67	76	83	77	73
YLL040C	63	77	58	74	78	119
YLL039C	57	61	60	85	88	78
YLL038C	7	6	1	9	0	4
YLL037W	0	0	0	0	1	0
YLL036C	23	20	15	15	15	16
YLL035W	13	7	8	8	10	16
YLL034C	19	31	12	19	17	33
YLL033W	6	4	9	3	9	3
YLL032C	14	18	15	23	10	25
YLL031C	58	75	62	42	44	51
YLL030C	0	0	0	0	0	0
YLL029W	44	70	53	57	61	80
YLL028W	6	19	18	24	27	38
YLL027W	33	39	40	23	31	46
YLL026W	160	178	164	239	261	273
tP(UGG)L	0	0	0	0	0	0
YLL025W	2	0	2	5	1	3
YLL024C	45	83	53	54	70	60
YLL023C	26	27	11	38	30	55
YLL022C	16	19	28	18	31	29
YLL021W	71	84	62	46	58	69
YLL020C	0	1	0	2	2	2
YLL019C	56	62	52	61	61	69
YLL019W-A	0	0	0	0	0	0
YLL018C-A	4	2	9	1	6	4
YLL018C	71	92	76	71	56	94
YLL017W	2	1	1	2	0	1
YLL016W	19	34	21	23	26	46
YLL015W	39	52	42	68	74	89
YLL014W	5	13	13	9	9	12
YLL013C	34	34	22	22	20	17
YLL012W	35	36	24	13	27	31
YLL011W	31	19	16	19	13	32
YLL010C	10	13	18	10	5	16
YLL009C	18	10	16	10	11	11
YLL008W	30	31	19	18	14	35
YLL007C	25	17	15	11	10	26
YLL006W-A	0	0	0	0	0	0
YLL006W	14	18	13	19	12	20
YLL005C	19	25	18	16	13	30
YLL004W	24	26	10	10	11	6
YLL003W	39	52	39	19	29	42
YLL002W	11	15	14	9	8	16
YLL001W	88	82	80	51	44	43
YLR001C	36	44	41	48	42	63
YLR002C	26	22	33	10	8	31
YLR003C	15	19	16	18	14	12
YLR004C	68	97	91	31	50	81
YLR005W	34	67	54	37	39	53
YLR006C	21	28	34	23	24	37
YLR007W	16	23	26	24	27	35
YLR008C	26	26	21	6	7	12
YLR009W	27	25	27	15	21	29
YLR010C	3	3	6	7	7	16
tS(AGA)L	0	0	0	0	0	0
YLR011W	7	24	16	4	12	15
YLR012C	0	0	0	0	0	0
YLR013W	0	0	0	0	0	0
YLR014C	14	16	8	11	10	28
YLR015W	13	25	14	9	15	34
YLR016C	11	19	5	9	7	20
YLR017W	16	29	23	26	36	47
YLR018C	27	31	23	21	16	45
YLR019W	26	29	40	18	26	30
YLR020C	35	35	19	15	11	19
YLR021W	12	14	9	11	8	17
YLR022C	10	8	3	7	5	8
YLR023C	89	87	77	43	35	33
YLR024C	33	35	18	21	26	25
YLR025W	30	36	35	34	30	43
YLR026C	20	18	23	8	15	14
YLR027C	65	83	83	45	52	63
snR30	1	2	1	1	2	5
YLR028C	77	79	79	77	98	101
YLR029C	49	55	41	60	48	54
YLR030W	6	9	12	8	9	14
YLR031W	5	5	2	7	7	10
YLR032W	22	24	14	15	23	35
YLR033W	41	36	26	30	27	25
YLR034C	30	30	32	30	41	35
YLR035C	16	18	19	9	8	28
tA(UGC)L	0	0	0	0	0	0
YLR035C-A	0	0	0	0	0	0
YLR036C	2	6	4	3	4	10
YLR037C	0	1	6	4	3	2
YLR038C	16	38	26	25	18	22
YLR039C	29	27	33	22	26	52
YLR040C	36	23	32	9	11	21
YLR041W	1	1	0	0	1	0
YLR042C	13	10	9	2	2	4
YLR043C	30	12	23	24	24	26
YLR044C	157	152	172	95	132	195
YLR045C	56	58	47	31	29	40
YLR046C	11	9	6	11	6	10
YLR047C	16	20	8	8	12	17
YLR048W	52	44	52	45	40	57
YLR049C	32	23	18	13	18	23
YLR050C	19	27	13	12	21	16
YLR051C	11	13	9	15	9	11
YLR052W	13	9	16	14	14	21
YLR053C	3	4	7	4	5	6
YLR054C	3	8	10	5	4	7
YLR055C	26	20	18	14	16	28
YLR056W	89	83	87	52	72	70
YLR057W	31	35	24	27	23	34
YLR058C	73	94	78	27	27	47
YLR059C	16	19	17	15	11	14
YLR060W	53	64	75	38	35	37
YLR061W	0	0	0	0	0	1
YLR062C	0	0	0	0	1	0
YLR063W	9	8	7	2	1	5
YLR064W	24	23	19	26	27	30
YLR065C	17	21	15	21	11	18
YLR066W	17	13	12	18	18	22
YLR067C	38	36	23	14	10	17
YLR068W	13	8	4	8	12	4
YLR069C	95	121	103	51	33	53
YLR070C	10	14	15	28	31	42
YLR071C	33	34	31	30	28	33
YLR072W	30	28	28	29	31	55
YLR073C	3	8	1	5	2	8
YLR074C	5	3	5	8	9	15
YLR075W	20	32	14	18	23	17
YLR076C	0	0	1	0	1	2
YLR077W	48	54	33	21	20	45
YLR078C	24	17	14	17	16	27
YLR079W	16	14	21	26	31	41
YLR080W	23	17	20	21	29	39
YLR081W	4	2	4	6	2	6
YLR082C	21	23	7	17	12	32
YLR083C	64	74	50	30	21	33
YLR084C	41	35	31	29	11	21
YLR085C	20	19	27	23	18	24
YLR086W	49	53	31	51	35	76
YLR087C	28	24	18	22	25	43
YLR088W	33	36	31	28	29	50
YLR089C	106	72	84	73	62	72
YLR090W	37	45	48	18	15	23
YLR091W	6	11	15	12	20	13
YLR092W	84	109	109	35	32	45
YLR093C	37	34	35	39	67	58
YLR094C	8	16	16	11	13	25
YLR095C	36	38	34	23	20	25
YLR096W	32	23	34	28	28	35
YLR097C	19	16	18	26	22	36
YLR098C	9	18	19	12	9	17
YLR099C	23	30	26	16	15	33
YLR099W-A	7	8	9	5	9	8
YLR100W	27	28	27	23	24	30
YLR101C	1	0	0	2	0	1
YLR102C	17	17	18	27	16	14
YLR103C	23	32	17	17	9	19
YLR104W	20	16	12	12	13	25
YLR105C	23	17	17	16	11	16
snR79	0	0	0	0	0	0
YLR106C	84	78	51	38	53	82
YLR107W	26	26	23	21	16	22
snR6	0	0	0	0	0	0
YLR108C	10	7	18	19	25	30
YLR109W	36	36	46	51	53	55
YLR110C	43	53	47	49	38	43
YLR111W	0	0	0	2	1	0
