data.bams..SRR1029151.alignments_sorted_subsampled.bam	data.bams..SRR1029152.alignments_sorted_subsampled.bam	data.bams..SRR1029153.alignments_sorted_subsampled.bam	data.bams..SRR1029156.alignments_sorted_subsampled.bam	data.bams..SRR1029157.alignments_sorted_subsampled.bam	data.bams..SRR1029158.alignments_sorted_subsampled.bam
YDR348C	44	51	49	25	27	20
YDR349C	39	37	34	26	26	29
tM(CAU)D	0	0	0	0	0	0
YDR350C	26	28	24	21	26	30
YDR351W	25	34	21	31	27	41
YDR352W	21	26	27	19	21	31
YDR353W	41	58	53	52	41	60
YDR354W	22	20	20	30	24	23
YDR354C-A	0	0	0	0	0	0
YDR355C	0	0	0	0	0	0
YDR356W	32	59	43	29	39	52
YDR357C	12	21	13	19	22	26
YDR358W	24	30	29	36	42	60
YDR359C	38	29	36	39	44	43
YDR360W	1	0	0	0	0	1
YDR361C	25	22	18	14	13	20
YDR362C	53	46	33	32	37	35
YDR363W	18	21	14	7	16	32
tK(CUU)D1	0	0	0	0	0	0
YDR363W-A	20	21	16	20	18	26
YDR364C	15	25	13	8	14	22
YDR365C	61	73	65	107	66	102
YDR365W-B	0	1	0	0	1	1
YDR365W-A	0	0	0	0	0	0
YDR366C	7	11	10	4	7	11
YDR367W	16	17	21	14	14	14
YDR368W	30	25	30	26	45	51
YDR369C	19	19	19	20	16	32
YDR370C	20	26	23	21	12	27
YDR371W	27	25	23	24	18	24
YDR371C-A	0	0	0	0	0	0
YDR372C	47	49	51	35	27	41
YDR373W	19	27	24	26	25	31
YDR374C	2	1	0	0	1	2
YDR374W-A	11	8	7	8	4	11
YDR375C	40	61	41	20	19	13
YDR376W	39	37	33	16	24	30
YDR377W	24	28	25	36	26	29
YDR378C	17	8	16	13	24	20
YDR379W	28	29	47	33	43	52
YDR379C-A	4	11	14	15	15	18
YDR380W	17	29	26	61	63	77
YDR381W	59	50	58	39	75	55
YDR381C-A	13	12	11	10	6	16
YDR382W	30	36	23	30	25	37
YDR383C	14	7	14	9	6	17
YDR384C	10	22	32	74	76	88
YDR385W	26	18	16	7	12	20
YDR386W	26	36	17	16	21	25
YDR387C	26	26	28	18	15	33
YDR388W	48	48	48	55	53	76
YDR389W	29	42	48	30	27	41
YDR390C	57	45	51	40	51	44
tG(CCC)D	0	0	0	0	0	0
YDR391C	12	18	12	10	15	20
YDR392W	17	23	26	17	22	32
YDR393W	37	52	42	16	15	26
YDR394W	56	76	80	76	71	99
YDR395W	54	56	45	38	32	59
YDR396W	1	0	2	4	0	1
YDR397C	1	0	0	3	0	3
YDR398W	18	25	21	11	8	18
YDR399W	39	42	55	33	53	58
YDR400W	24	22	7	10	6	12
YDR401W	0	0	0	0	0	0
YDR402C	2	4	5	8	6	7
YDR403W	5	9	7	11	3	11
YDR404C	12	17	20	17	10	18
YDR405W	23	37	28	33	26	34
YDR406W	22	39	35	29	26	58
YDR406W-A	1	0	0	0	0	0
YDR407C	22	40	34	24	15	36
YDR408C	29	26	27	21	21	27
YDR409W	15	32	20	25	26	41
YDR410C	20	14	12	6	13	12
YDR411C	30	39	21	28	38	30
YDR412W	2	3	1	0	1	2
YDR413C	0	0	0	0	0	1
YDR414C	23	27	16	12	4	22
YDR415C	20	34	18	16	18	21
YDR416W	28	27	24	19	20	34
YDR417C	0	0	0	1	0	1
YDR418W	13	8	5	10	9	12
YDR419W	22	24	24	19	17	20
tS(AGA)D3	0	0	0	0	0	0
YDR420W	23	44	28	27	31	42
YDR421W	35	33	17	32	28	40
YDR422C	30	36	41	37	46	52
YDR423C	19	21	16	25	20	23
YDR424C	8	11	13	11	10	18
YDR425W	11	16	20	20	14	13
YDR426C	0	0	0	0	0	0
YDR427W	50	66	52	80	50	72
YDR428C	14	19	16	15	20	25
YDR429C	37	56	46	28	26	43
YDR430C	72	77	77	36	20	35
YDR431W	1	0	0	0	0	0
YDR432W	38	49	33	28	18	41
YDR433W	0	0	0	0	1	0
YDR434W	42	42	29	34	36	41
YDR435C	11	20	19	18	27	31
YDR436W	20	23	17	35	31	56
YDR437W	2	8	5	1	2	5
YDR438W	23	32	24	13	14	17
YDR439W	11	16	15	12	12	19
YDR440W	20	26	21	12	18	22
YDR441C	32	12	21	21	15	27
YDR442W	1	2	0	0	0	0
YDR443C	20	24	16	25	19	44
YDR444W	24	21	26	16	12	12
YDR445C	0	0	0	0	0	0
tK(CUU)D2	0	0	0	0	0	0
YDR446W	0	0	1	3	0	0
YDR447C	25	20	33	24	29	27
YDR448W	16	19	17	11	9	22
YDR449C	18	7	6	10	8	13
YDR450W	32	35	35	35	36	46
YDR451C	36	36	41	23	12	12
YDR452W	74	70	80	72	72	110
YDR453C	2	5	10	7	10	13
YDR454C	33	29	30	13	24	26
YDR455C	1	0	0	1	0	0
YDR456W	39	42	47	48	36	53
YDR457W	83	107	60	72	64	97
YDR458C	32	39	38	54	38	41
YDR459C	15	21	14	19	15	22
YDR460W	19	20	17	13	18	26
YDR461W	3	1	1	1	0	8
YDR461C-A	4	9	4	8	15	12
YDR462W	33	24	19	8	14	20
YDR463W	29	38	30	39	39	47
YDR464W	38	26	22	23	23	32
YDR464C-A	0	0	0	0	0	0
YDR465C	24	19	17	19	17	36
YDR466W	31	22	32	33	28	33
YDR467C	2	0	1	1	1	6
YDR468C	28	31	16	30	21	16
YDR469W	14	20	13	11	6	23
YDR470C	24	36	36	15	17	28
YDR471W	33	24	38	27	31	34
snR13	0	0	0	0	0	0
YDR472W	23	17	22	11	12	15
YDR473C	24	30	24	34	16	36
YDR475C	39	38	36	34	29	59
YDR476C	11	25	18	19	10	20
YDR477W	46	54	49	49	60	71
YDR478W	4	16	4	2	4	10
YDR479C	30	32	26	39	38	28
YDR480W	19	10	15	17	7	17
YDR481C	39	51	57	50	46	56
YDR482C	11	18	15	14	5	14
YDR483W	51	69	46	53	53	60
YDR484W	20	24	19	17	27	28
YDR485C	28	43	30	36	32	60
YDR486C	29	30	18	23	27	16
YDR487C	32	38	33	21	30	32
YDR488C	16	15	10	8	4	14
YDR489W	10	12	6	4	2	6
YDR490C	27	28	25	35	38	52
YDR491C	2	2	3	3	1	5
YDR492W	35	29	24	13	16	27
YDR493W	15	12	17	7	7	11
YDR494W	63	62	60	36	27	38
YDR495C	29	28	18	21	27	39
YDR496C	24	30	25	15	27	54
YDR497C	152	172	130	186	185	186
YDR498C	19	25	23	21	26	24
YDR499W	25	30	21	20	25	43
YDR500C	19	16	13	10	14	15
YDR501W	22	18	26	7	6	12
YDR502C	101	105	107	101	77	78
YDR503C	17	21	9	13	7	15
YDR504C	7	7	5	5	4	5
YDR505C	55	57	53	65	50	69
YDR506C	11	17	19	21	11	27
tL(CAA)D	0	0	0	0	0	0
YDR507C	103	117	82	38	46	55
YDR508C	18	23	41	10	17	24
YDR509W	0	0	0	0	0	0
YDR510W	19	21	20	16	9	9
YDR510C-A	0	3	3	0	2	1
YDR511W	19	20	19	24	10	18
YDR512C	8	11	15	21	13	11
YDR513W	16	20	29	26	33	32
YDR514C	21	27	20	12	7	12
YDR515W	40	44	36	26	22	19
YDR516C	44	66	56	47	51	58
YDR517W	37	40	31	27	34	40
YDR518W	19	22	15	9	15	21
YDR519W	11	20	18	16	16	27
YDR520C	22	25	19	11	18	31
YDR521W	0	0	0	0	0	0
YDR522C	4	5	1	2	2	5
YDR523C	5	3	6	1	0	6
YDR524C	31	30	22	24	23	27
YDR524W-C	8	12	8	3	13	7
YDR524C-B	21	19	20	18	11	21
YDR524C-A	0	0	0	0	0	0
YDR525W	0	0	0	1	0	2
YDR525W-A	6	3	9	16	9	8
YDR526C	0	0	0	0	0	0
YDR527W	10	15	8	8	4	18
snR84	1	1	2	5	0	5
YDR528W	11	17	22	6	7	15
YDR529C	36	39	36	37	35	31
YDR530C	28	21	24	16	17	21
YDR531W	34	40	36	35	42	59
YDR532C	16	17	34	21	14	22
YDR533C	19	19	19	19	27	41
YDR534C	11	8	9	6	15	11
YDR535C	0	2	1	1	1	5
YDR536W	11	25	34	39	48	56
YDR537C	1	2	0	0	0	1
YDR538W	1	2	4	2	2	6
YDR539W	16	24	13	15	25	22
YDR540C	1	0	1	2	0	0
YDR541C	10	15	16	10	12	16
YDR542W	0	0	0	0	0	0
YDR543C	0	0	0	0	0	0
YDR544C	0	2	0	1	2	1
YDR545W	0	0	0	0	0	0
YDR545C-A	0	0	0	0	0	0
YIL177C	0	0	0	0	0	0
YIL177W-A	0	0	0	0	0	0
YIL176C	0	0	0	0	0	0
YIL175W	5	4	3	1	0	0
YIL174W	0	0	0	0	0	0
YIL173W	0	0	0	0	1	0
YIL172C	0	0	0	0	0	0
YIL171W-A	0	0	0	0	0	0
YIL171W	0	1	0	1	1	0
YIL170W	1	2	1	0	0	0
YIL169C	35	45	28	43	44	86
YIL168W	5	7	6	6	5	5
YIL167W	6	10	9	4	8	6
YIL166C	19	21	14	13	13	41
YIL165C	13	8	9	4	6	5
YIL164C	9	9	8	5	11	14
YIL163C	3	2	0	0	2	4
YIL162W	90	71	75	56	48	59
YIL161W	10	12	17	11	11	21
YIL160C	7	15	14	83	82	99
YIL159W	16	15	20	11	13	25
YIL158W	10	26	10	21	9	7
YIL157C	12	21	17	23	18	24
YIL156W-A	0	0	0	0	0	0
YIL156W-B	5	9	6	9	6	11
YIL156W	32	33	23	21	27	34
YIL155C	74	92	101	179	171	175
YIL154C	23	25	29	35	33	46
YIL153W	15	23	15	35	32	42
YIL152W	12	25	16	20	16	20
YIL151C	36	33	32	27	28	43
YIL150C	4	3	6	2	5	7
YIL149C	60	55	43	57	59	59
YIL148W	29	32	29	27	32	30
YIL147C	30	44	36	18	20	31
YIL146C	17	36	17	20	33	53
YIL145C	13	20	13	12	7	17
YIL144W	20	46	28	29	21	24
YIL143C	33	41	31	44	27	45
YIL142C-A	0	0	0	0	0	0
YIL142W	40	78	72	51	67	73
YIL141W	5	3	0	1	0	1
YIL140W	47	61	48	11	18	17
YIL139C	7	15	11	9	10	21
YIL138C	39	41	24	23	39	26
YIL137C	38	46	34	33	25	39
YIL136W	71	70	60	142	112	118
YIL135C	15	31	38	23	31	37
YIL134C-A	0	0	0	0	0	0
snR68	0	2	5	1	0	1
YIL134W	19	23	19	7	6	9
YIL133C	36	31	23	18	33	45
YIL132C	2	4	4	2	2	3
YIL131C	41	35	32	27	19	26
YIL130W	23	30	24	20	25	41
YIL129C	41	65	39	42	55	57
YIL128W	33	46	36	22	29	48
YIL127C	13	14	9	17	10	18
YIL126W	86	92	74	74	78	112
YIL125W	167	185	151	151	134	164
YIL124W	38	61	35	89	73	86
YIL123W	73	72	81	32	16	29
YIL122W	6	9	11	11	8	13
YIL121W	22	22	11	5	10	6
YIL120W	7	7	11	22	14	26
YIL119C	25	39	38	40	28	29
YIL118W	36	34	20	21	15	13
YIL117C	26	32	11	12	21	29
YIL116W	58	59	53	41	37	53
YIL115W-A	0	1	0	0	0	0
YIL115C	52	54	45	63	69	88
YIL114C	4	5	3	8	8	13
YIL113W	5	1	5	9	13	14
YIL112W	39	51	50	52	46	58
YIL111W	3	11	2	5	3	7
YIL110W	21	10	15	15	11	21
YIL109C	74	88	93	75	78	79
YIL108W	19	40	22	24	25	35
YIL107C	53	76	56	105	86	118
YIL106W	26	21	20	24	19	26
YIL105C	33	47	39	62	56	75
YIL105W-A	0	0	0	0	0	0
YIL104C	17	8	10	5	11	14
YIL103W	21	32	19	9	12	24
YIL102C-A	3	5	4	2	3	5
YIL102C	0	2	2	2	2	5
tT(AGU)I1	0	0	0	0	0	0
YIL101C	31	39	55	97	75	106
YIL100C-A	0	1	0	1	1	0
YIL100W	0	0	1	0	0	0
YIL099W	5	5	7	13	21	29
YIL098C	13	20	16	7	12	5
YIL097W	17	26	24	35	28	51
YIL096C	8	9	7	6	8	12
tI(AAU)I1	0	1	0	0	0	0
YIL095W	28	32	24	16	18	26
YIL094C	90	109	92	39	53	70
YIL093C	53	49	41	18	14	24
YIL092W	4	16	6	5	10	22
YIL091C	23	23	7	7	11	22
YIL090W	18	35	21	20	27	47
YIL089W	11	9	12	10	10	15
tE(CUC)I	0	0	0	0	0	0
YIL088C	43	48	39	32	36	47
YIL087C	18	30	20	22	38	33
YIL086C	0	0	1	3	1	1
YIL085C	31	28	26	19	17	38
YIL084C	10	9	6	5	11	12
YIL083C	29	32	25	20	31	44
YIL080W	0	0	0	0	0	0
YIL082W-A	0	0	0	0	0	0
YIL082W	0	0	0	0	0	0
tI(AAU)I2	0	0	0	0	0	0
YIL079C	13	14	11	4	7	12
YIL078W	116	119	100	59	74	112
YIL077C	14	22	18	23	17	37
YIL076W	42	41	30	27	24	41
YIL075C	132	165	133	149	144	154
YIL074C	72	92	79	28	42	52
YIL073C	22	16	22	25	23	44
YIL072W	11	10	9	5	11	20
YIL071W-A	0	2	0	0	2	1
YIL071C	4	12	13	6	14	25
YIL070C	42	58	67	21	15	35
YIL069C	23	30	20	23	20	23
YIL068W-A	0	0	0	0	0	0
YIL068C	30	24	19	29	23	29
YIL067C	17	31	17	17	15	19
YIL066W-A	0	0	0	0	0	0
YIL066C	4	2	1	5	11	21
YIL065C	21	16	15	25	23	27
YIL064W	12	18	14	9	11	20
YIL063C	31	29	27	33	36	51
YIL062C	29	27	31	20	27	31
YIL061C	9	18	9	7	8	13
YIL060W	0	0	0	0	0	0
YIL059C	1	1	0	1	0	0
YIL058W	1	0	1	2	2	0
YIL057C	14	30	29	58	67	62
tS(UGA)I	0	0	0	0	0	0
YIL056W	13	15	30	18	13	28
YIL055C	19	14	16	44	25	55
YIL054W	0	0	0	0	0	0
YIL053W	32	49	38	12	22	35
YIL052C	22	39	28	20	29	32
YIL051C	20	31	19	20	19	33
YIL050W	34	28	31	31	22	31
YIL049W	5	6	6	11	6	9
YIL048W	49	57	44	33	26	65
YIL047C-A	2	1	1	0	1	0
YIL047C	46	55	55	65	60	87
YIL046W-A	0	0	0	0	1	0
YIL046W	43	37	51	40	39	45
YIL045W	15	26	24	46	70	77
YIL044C	17	22	21	14	13	14
YIL043C	45	49	54	41	31	54
YIL042C	17	29	25	28	28	38
YIL041W	37	60	49	53	51	59
YIL040W	6	15	4	10	13	16
YIL039W	46	45	50	49	38	57
YIL038C	45	54	43	24	42	62
YIL037C	21	15	13	13	14	20
YIL036W	28	42	37	50	59	63
YIL035C	37	39	24	24	28	35
YIL034C	27	20	27	19	28	34
YIL033C	51	40	61	64	50	76
YIL032C	0	1	0	0	0	0
YIL031W	17	19	18	19	20	21
YIL030W-A	0	1	0	0	1	1
YIL030C	62	76	55	79	75	82
YIL029W-A	0	0	0	0	0	0
tK(CUU)I	0	0	0	0	0	0
YIL029C	3	1	3	5	3	4
YIL028W	1	1	1	1	1	3
YIL027C	16	13	9	20	22	11
YIL026C	48	69	46	34	31	57
YIL025C	1	1	1	1	0	1
YIL024C	17	20	14	20	26	19
YIL023C	28	30	25	15	22	29
YIL022W	47	60	60	34	21	37
YIL021W	17	15	7	11	17	16
YIL021C-A	0	0	0	0	0	0
YIL020C-A	0	1	1	2	1	0
YIL020C	17	11	10	8	10	16
YIL019W	4	15	10	10	17	17
YIL018W	48	38	45	38	30	48
YIL017C	37	38	25	41	36	49
YIL016W	19	15	9	11	14	12
YIL015W	6	6	4	6	4	7
tD(GUC)I1	0	0	0	0	0	0
YIL014C-A	15	21	17	18	13	17
tT(AGU)I2	0	0	0	0	0	0
YIL014W	37	40	32	27	35	38
YIL013C	24	33	35	23	19	33
YIL012W	0	0	0	0	0	1
YIL011W	15	5	10	7	9	6
YIL010W	17	12	15	13	6	16
YIL009C-A	13	15	11	10	3	8
tD(GUC)I2	0	0	0	0	0	0
YIL009W	21	20	29	19	26	43
YIL008W	11	11	17	10	8	18
YIL007C	18	16	10	23	17	25
YIL006W	7	15	18	7	5	14
YIL005W	26	49	36	28	26	44
YIL004C	15	17	16	17	13	19
YIL003W	8	16	8	9	6	24
YIL002W-A	14	11	12	6	7	19
YIL002C	26	26	28	27	23	43
YIL001W	23	29	20	19	11	32
YIR001C	23	41	25	31	22	23
YIR002C	36	39	21	26	20	45
YIR003W	39	52	53	39	49	48
YIR004W	54	47	51	33	38	45
YIR005W	11	5	6	5	6	9
YIR006C	67	81	82	67	70	103
tE(UUC)I	0	0	0	0	0	0
YIR007W	14	16	18	10	16	16
YIR008C	20	28	29	15	17	37
YIR009W	7	7	7	9	7	3
YIR010W	29	30	26	24	21	19
YIR011C	27	34	25	22	26	43
YIR012W	28	40	20	20	13	36
YIR013C	0	0	0	0	0	0
YIR014W	1	8	4	9	2	14
YIR015W	6	4	5	10	13	7
YIR016W	17	39	45	65	67	60
YIR017C	0	0	0	0	1	1
YIR017W-A	0	0	0	0	0	1
YIR018W	8	10	17	13	12	10
YIR018C-A	2	0	4	1	3	1
YIR019C	6	8	6	6	3	6
ICR1	8	5	4	3	4	6
YIR020C	0	0	0	0	0	0
YIR020W-A	0	0	0	0	0	0
PWR1	0	0	0	0	0	0
YIR020C-B	0	0	0	0	0	0
YIR021W	14	11	5	2	7	3
YIR021W-A	0	0	0	0	1	2
YIR022W	16	14	22	15	19	30
YIR023W	28	32	30	22	15	18
YIR023C-A	0	0	0	0	0	0
YIR024C	16	20	18	14	11	19
YIR025W	14	16	11	14	18	29
YIR026C	20	21	13	9	14	18
YIR027C	7	6	8	6	5	16
YIR028W	12	13	10	4	16	12
YIR029W	24	23	32	10	16	23
YIR030C	13	15	4	4	5	4
YIR030W-A	1	0	0	1	0	0
YIR031C	26	32	16	7	15	17
YIR032C	17	20	27	15	26	24
YIR033W	64	56	35	53	34	60
YIR034C	60	53	68	17	21	32
YIR035C	20	19	21	19	25	32
YIR036C	9	17	19	27	23	29
YIR036W-A	0	0	0	0	0	0
YIR037W	30	29	30	32	30	53
YIR038C	22	32	34	50	46	49
YIR039C	5	9	8	11	9	15
YIR040C	0	0	2	0	1	0
YIR041W	0	0	0	0	0	0
YIR042C	15	14	10	3	5	13
YIR043C	2	0	2	1	0	3
YIR044C	1	1	0	1	2	0
tP(UGG)Q	0	0	0	0	0	0
Q0010	0	0	0	0	0	0
Q0017	0	0	0	0	0	0
15S_rRNA	4	2	4	7	3	4
tW(UCA)Q	0	0	0	0	0	0
Q0032	0	0	0	0	0	0
Q0060	0	0	0	0	0	0
Q0070	0	0	0	0	0	0
Q0055	1	2	4	1	0	3
Q0065	0	0	0	0	0	0
Q0045	0	0	0	0	0	1
Q0050	0	1	3	1	0	2
Q0075	0	0	0	0	0	0
Q0080	0	0	0	0	0	0
Q0085	1	0	0	0	0	0
Q0092	0	0	0	0	0	0
tE(UUC)Q	0	0	0	0	0	0
Q0115	0	0	0	0	0	0
Q0105	0	0	0	0	0	0
Q0120	0	1	0	0	0	1
Q0110	0	0	0	0	0	0
Q0130	0	0	0	0	0	1
tS(UGA)Q2	0	0	0	0	0	0
Q0140	0	0	0	0	0	0
Q0142	0	0	0	0	0	0
Q0143	0	0	0	0	0	0
Q0144	0	0	0	0	0	0
21S_rRNA	8	11	13	14	3	19
Q0160	0	0	0	0	0	1
tT(UGU)Q1	0	0	0	0	0	0
tC(GCA)Q	0	0	0	0	0	0
tH(GUG)Q	0	0	0	0	0	0
Q0182	0	0	0	0	0	0
tL(UAA)Q	0	0	0	0	0	0
tQ(UUG)Q	0	0	0	0	0	0
tK(UUU)Q	0	0	0	0	0	0
tR(UCU)Q1	0	0	0	0	0	0
tG(UCC)Q	0	0	0	0	0	0
tD(GUC)Q	0	0	0	0	0	0
tS(GCU)Q1	0	0	0	0	0	0
tR(ACG)Q2	0	0	0	0	0	0
tA(UGC)Q	0	0	0	0	0	0
tI(GAU)Q	0	0	0	0	0	0
tY(GUA)Q	0	0	0	0	0	0
tN(GUU)Q	0	0	0	0	0	0
tM(CAU)Q1	0	0	0	0	0	0
Q0250	0	0	0	0	0	0
Q0255	0	0	0	0	0	0
tF(GAA)Q	0	0	0	0	0	0
tT(XXX)Q2	0	0	0	0	0	0
tV(UAC)Q	0	0	0	0	0	0
Q0275	1	0	0	0	1	0
tM(CAU)Q2	0	0	0	0	0	0
RPM1	0	0	0	0	0	0
Q0297	0	0	0	0	0	0
YEL077C	2	6	7	3	3	4
YEL077W-A	0	0	0	0	0	0
YEL076C-A	0	0	0	0	0	0
YEL076C	0	0	0	0	0	0
YEL075W-A	0	0	0	0	0	0
YEL075C	0	0	0	0	0	0
YEL074W	2	2	1	1	2	3
YEL073C	13	19	25	9	17	15
YEL072W	18	27	21	7	9	7
YEL071W	90	104	111	59	51	58
YEL070W	4	4	4	4	5	1
YEL069C	9	3	5	1	2	0
YEL068C	6	11	5	7	4	11
YEL067C	5	1	12	7	6	5
YEL066W	16	17	16	12	18	28
YEL065W	15	16	9	9	9	11
YEL064C	13	19	14	12	19	8
YEL063C	56	52	56	43	31	40
YEL062W	16	25	20	18	18	29
YEL061C	62	65	47	19	13	28
YEL060C	118	119	108	148	159	201
YEL059C-A	4	9	5	6	6	7
YEL059W	1	4	4	3	5	5
YEL058W	61	72	51	50	70	69
YEL057C	2	4	9	20	12	29
YEL056W	28	27	29	20	24	29
YEL055C	44	48	54	28	40	40
snR80	0	0	1	0	0	0
YEL054C	10	7	3	8	4	8
YEL053W-A	1	0	0	0	2	1
YEL053C	30	35	21	23	20	27
YEL052W	40	44	37	33	33	37
YEL051W	40	51	29	39	32	51
YEL050W-A	0	2	2	1	0	1
YEL050C	60	71	56	15	12	23
snR67	0	0	0	0	1	0
snR53	0	0	0	0	0	0
tG(GCC)E	0	0	0	0	0	0
YEL049W	5	0	2	1	3	4
YEL048C	2	5	3	6	1	7
YEL047C	32	29	16	12	19	29
YEL046C	32	60	43	30	31	51
YEL045C	2	5	1	0	4	2
YEL044W	23	28	29	27	29	23
YEL043W	45	60	40	41	35	44
YEL042W	60	51	59	40	31	46
YEL041W	49	63	82	72	89	101
YEL040W	41	43	38	11	15	8
YEL039C	1	2	3	13	16	21
YEL038W	8	10	6	11	8	11
YEL037C	53	80	71	59	50	58
YEL036C	57	48	47	36	32	47
YEL035C	0	0	0	0	3	2
YEL034C-A	1	1	4	1	2	4
YEL034W	0	0	0	0	0	0
YEL033W	2	5	6	5	3	6
tS(AGA)E	0	0	0	0	0	1
YEL032W	40	38	34	24	35	46
YEL032C-A	0	0	0	0	0	0
YEL031W	98	115	75	74	73	110
YEL030C-A	0	0	0	0	0	0
YEL030W	8	9	14	10	10	20
YEL029C	19	18	17	13	13	22
YEL028W	1	9	5	4	4	7
tM(CAU)E	0	0	0	0	1	0
YEL027W	40	42	32	43	33	48
YEL026W	14	11	11	6	4	10
YEL025C	48	53	34	40	37	61
YEL024W	55	69	69	48	51	58
YEL023C	24	28	13	14	16	40
YEL022W	46	56	28	30	26	43
YEL021W	23	28	30	18	23	31
YEL020C-B	1	0	0	0	0	3
YEL020W-A	3	11	6	2	3	4
RPR1	0	0	0	0	0	0
YEL020C	33	41	23	41	50	65
YEL019C	9	4	3	4	3	4
YEL018C-A	0	0	0	0	0	0
YEL018W	5	4	6	4	7	14
YEL017C-A	12	16	11	7	11	14
YEL017W	14	42	30	16	18	19
YEL016C	29	28	28	8	15	21
YEL015W	52	44	45	47	36	50
YEL014C	4	1	2	0	2	0
YEL013W	36	37	40	38	46	66
tQ(UUG)E2	0	0	0	0	0	0
YEL012W	27	24	33	48	35	34
YEL011W	54	63	79	138	119	167
tK(CUU)E1	0	0	0	0	0	0
YEL010W	1	1	0	0	1	0
YEL009C-A	0	0	0	0	0	1
tR(UCU)E	0	0	0	0	0	0
YEL009C	102	91	89	89	74	96
YEL008W	1	1	1	0	2	1
YEL008C-A	0	0	0	0	0	0
YEL007W	61	75	75	45	53	61
YEL006W	20	34	15	30	21	26
YEL005C	13	12	12	16	15	18
YEL004W	10	15	12	12	15	17
YEL003W	23	16	11	13	13	13
YEL002C	63	63	64	43	57	55
YEL001C	42	37	25	24	22	31
YER001W	58	67	53	15	18	30
YER002W	18	24	19	27	30	32
YER003C	58	55	44	25	29	36
YER004W	32	61	48	67	54	67
YER005W	22	29	34	24	15	32
YER006W	41	44	34	34	19	39
YER006C-A	0	1	1	0	0	0
YER007W	13	20	16	10	11	18
YER007C-A	19	16	21	21	27	36
snR14	0	0	0	0	0	0
YER008C	40	50	33	29	35	56
YER009W	24	22	26	28	25	32
YER010C	29	30	26	29	20	42
YER011W	2	2	2	0	0	2
tE(UUC)E1	0	0	0	0	0	1
YER012W	51	46	47	37	23	48
YER013W	22	29	17	11	16	23
YER014W	14	22	22	23	22	29
YER014C-A	0	0	0	0	0	0
YER015W	21	28	32	110	97	104
YER016W	24	31	26	19	9	16
YER017C	58	71	87	37	44	55
YER018C	20	21	14	15	13	9
YER019W	18	32	40	16	20	30
YER019C-A	14	20	16	19	19	25
YER020W	47	52	53	41	51	66
YER021W	77	77	77	79	99	86
YER022W	33	30	20	24	29	39
YER023W	32	30	34	45	34	31
YER023C-A	0	0	0	0	0	0
YER024W	119	142	165	187	166	180
YER025W	60	67	53	53	74	70
tH(GUG)E1	0	0	0	0	0	0
YER026C	52	67	58	62	38	70
YER027C	27	26	32	25	11	31
YER028C	2	1	2	4	1	4
YER029C	16	18	21	19	20	23
YER030W	32	29	22	30	35	40
YER031C	25	33	20	21	24	33
YER032W	17	41	26	20	21	28
YER033C	9	18	14	17	13	24
YER034W	4	12	11	14	13	11
YER035W	12	10	12	11	14	23
YER036C	44	53	48	34	41	77
YER037W	7	6	9	19	9	23
YER038C	14	9	9	12	8	12
YER038W-A	0	0	0	0	0	0
YER039C	9	5	10	6	11	9
YER039C-A	4	3	4	8	7	14
YER040W	27	34	33	21	16	29
YER041W	21	22	18	16	7	22
YER042W	30	30	27	38	34	37
YER043C	94	118	105	62	54	78
YER044C	17	27	31	23	27	29
YER044C-A	1	1	3	0	0	1
YER045C	18	20	17	10	9	10
YER046W	9	6	11	13	5	8
YER046W-A	0	1	0	0	0	1
YER047C	21	42	33	26	24	32
YER048C	52	40	57	47	46	56
tQ(UUG)E1	0	0	0	0	0	0
YER048W-A	17	18	15	11	9	14
YER049W	52	48	29	15	21	36
YER050C	31	30	25	11	18	21
YER051W	15	21	12	16	20	31
YER052C	86	88	86	43	48	74
YER053C	22	35	30	34	35	54
YER053C-A	14	13	13	13	12	18
YER054C	21	16	22	103	118	124
YER055C	53	51	58	45	47	75
YER056C	71	78	64	41	56	57
YER056C-A	27	26	12	21	14	25
YER057C	25	29	27	28	22	29
YER058W	17	22	18	8	9	12
YER059W	20	24	20	21	25	34
YER060W	25	24	24	21	22	28
YER060W-A	15	15	10	9	6	11
YER061C	18	16	15	8	9	19
YER062C	18	22	15	10	16	23
YER063W	29	35	39	19	28	32
YER064C	16	19	14	4	5	8
YER065C	70	89	118	77	62	92
tS(UGA)E	1	1	0	0	0	1
YER066W	8	9	6	12	11	13
YER066C-A	5	3	7	4	2	4
YER067W	0	0	0	0	0	0
YER067C-A	0	0	0	0	0	0
YER068W	42	34	54	33	16	52
YER068C-A	0	0	1	1	0	1
YER069W	76	86	85	103	100	101
YER070W	128	86	79	21	29	40
YER071C	13	9	10	7	9	9
YER072W	10	18	15	18	16	21
YER073W	46	46	52	46	46	76
YER074W	21	16	21	21	23	29
YER074W-A	14	12	9	6	17	21
YER075C	32	23	22	30	32	55
tA(UGC)E	0	0	0	0	0	1
YER076C	9	14	11	4	6	15
YER076W-A	2	1	0	1	1	2
YER077C	38	39	29	18	11	21
YER078C	28	37	31	15	17	22
YER078W-A	0	0	0	0	2	2
YER079W	19	20	30	31	30	39
YER079C-A	0	0	0	0	0	0
YER080W	45	41	59	46	35	67
SRG1	2	5	4	5	5	5
YER081W	69	56	51	44	38	47
YER082C	24	28	24	22	16	46
YER083C	22	20	18	21	19	19
YER084W	1	1	1	2	3	13
YER084W-A	0	0	0	0	0	0
YER085C	0	0	0	0	0	0
